架次编号,时刻（s）,阶段,状态
T13,5131.833,climb,中继
T13,5132.082,climb,中继
T13,5132.332,climb,中继
T13,5132.582,climb,中继
T13,5132.832,climb,中继
T13,5133.082,climb,中继
T13,5133.332,climb,中继
T13,5133.581,climb,中继
T13,5133.831,climb,中继
T13,5134.081,climb,中继
T13,5134.331,climb,中继
T13,5134.581,climb,中继
T13,5134.831,climb,中继
T13,5135.081,climb,中继
T13,5135.33,climb,中继
T13,5135.58,climb,中继
T13,5135.83,climb,中继
T13,5136.08,climb,中继
T13,5136.33,climb,中继
T13,5136.58,climb,中继
T13,5136.829,climb,中继
T13,5137.079,climb,中继
T13,5137.329,climb,中继
T13,5137.579,climb,中继
T13,5137.829,climb,中继
T13,5138.079,climb,中继
T13,5138.329,climb,中继
T13,5138.578,climb,中继
T13,5138.828,climb,中继
T13,5139.078,climb,中继
T13,5139.328,climb,中继
T13,5139.578,climb,中继
T13,5139.828,climb,中继
T13,5140.077,climb,中继
T13,5140.327,climb,中继
T13,5140.577,climb,中继
T13,5140.827,climb,中继
T13,5141.077,climb,中继
T13,5141.327,climb,中继
T13,5141.576,climb,中继
T13,5141.826,climb,中继
T13,5142.076,climb,中继
T13,5142.326,climb,中继
T13,5142.576,climb,中继
T13,5142.826,climb,中继
T13,5143.076,climb,中继
T13,5143.325,climb,中继
T13,5143.575,climb,中继
T13,5143.825,climb,中继
T13,5144.075,climb,中继
T13,5144.325,climb,中继
T13,5144.575,climb,中继
T13,5144.824,climb,中继
T13,5145.074,climb,中继
T13,5145.324,climb,中继
T13,5145.574,climb,中继
T13,5145.824,climb,中继
T13,5146.074,climb,中继
T13,5146.324,climb,中继
T13,5146.573,climb,中继
T13,5146.823,climb,中继
T13,5147.073,climb,中继
T13,5147.323,climb,中继
T13,5147.573,climb,中继
T13,5147.823,climb,中继
T13,5148.072,climb,中继
T13,5148.322,climb,中继
T13,5148.572,climb,中继
T13,5148.822,climb,中继
T13,5149.072,climb,中继
T13,5149.322,climb,中继
T13,5149.571,climb,中继
T13,5149.821,climb,中继
T13,5150.071,climb,中继
T13,5150.321,climb,中继
T13,5150.571,climb,中继
T13,5150.821,climb,中继
T13,5151.071,climb,中继
T13,5151.32,climb,中继
T13,5151.57,climb,中继
T13,5151.82,climb,中继
T13,5152.07,climb,中继
T13,5152.32,climb,中继
T13,5152.57,climb,中继
T13,5152.819,climb,中继
T13,5153.069,climb,中继
T13,5153.319,climb,中继
T13,5153.569,climb,中继
T13,5153.819,climb,中继
T13,5154.069,climb,中继
T13,5154.319,climb,中继
T13,5154.568,climb,中继
T13,5154.818,climb,中继
T13,5155.068,climb,中继
T13,5155.318,climb,中继
T13,5155.568,climb,中继
T13,5155.818,climb,中继
T13,5156.067,climb,中继
T13,5156.317,climb,中继
T13,5156.567,climb,中继
T13,5156.817,climb,中继
T13,5157.067,climb,中继
T13,5157.317,climb,中继
T13,5157.567,climb,中继
T13,5157.816,climb,中继
T13,5158.066,climb,中继
T13,5158.316,climb,中继
T13,5158.566,climb,中继
T13,5158.816,climb,中继
T13,5159.066,climb,中继
T13,5159.315,climb,中继
T13,5159.565,climb,中继
T13,5159.815,climb,中继
T13,5160.065,climb,中继
T13,5160.315,climb,中继
T13,5160.565,climb,中继
T13,5160.814,climb,中继
T13,5161.064,climb,中继
T13,5161.314,climb,中继
T13,5161.564,climb,中继
T13,5161.814,climb,中继
T13,5162.064,climb,中继
T13,5162.314,climb,中继
T13,5162.563,climb,中继
T13,5162.813,climb,中继
T13,5163.063,climb,中继
T13,5163.313,climb,中继
T13,5163.563,climb,中继
T13,5163.813,climb,中继
T13,5164.062,climb,中继
T13,5164.312,climb,中继
T13,5164.562,climb,中继
T13,5164.812,climb,中继
T13,5165.062,climb,中继
T13,5165.312,climb,中继
T13,5165.562,climb,中继
T13,5165.811,climb,中继
T13,5166.061,climb,中继
T13,5166.311,climb,中继
T13,5166.561,climb,中继
T13,5166.811,climb,中继
T13,5167.061,climb,中继
T13,5167.31,climb,中继
T13,5167.56,climb,中继
T13,5167.81,climb,中继
T13,5168.06,climb,中继
T13,5168.31,climb,中继
T13,5168.56,climb,中继
T13,5168.81,climb,中继
T13,5169.059,climb,中继
T13,5169.309,climb,中继
T13,5169.559,climb,中继
T13,5169.809,climb,中继
T13,5170.059,climb,中继
T13,5170.309,climb,中继
T13,5170.558,climb,中继
T13,5170.808,climb,中继
T13,5171.058,climb,中继
T13,5171.308,climb,中继
T13,5171.558,climb,中继
T13,5171.808,climb,中继
T13,5172.057,climb,中继
T13,5172.307,climb,中继
T13,5172.557,climb,中继
T13,5172.807,climb,中继
T13,5173.057,climb,中继
T13,5173.307,climb,中继
T13,5173.557,climb,中继
T13,5173.806,climb,中继
T13,5174.056,climb,中继
T13,5174.306,climb,中继
T13,5174.556,climb,中继
T13,5174.806,climb,中继
T13,5175.056,climb,中继
T13,5175.305,climb,中继
T13,5175.555,climb,中继
T13,5175.805,climb,中继
T13,5176.055,climb,中继
T13,5176.305,climb,中继
T13,5176.555,climb,中继
T13,5176.805,climb,中继
T13,5177.054,climb,中继
T13,5177.304,climb,中继
T13,5177.554,climb,中继
T13,5177.804,climb,中继
T13,5178.054,climb,中继
T13,5178.304,climb,中继
T13,5178.553,climb,中继
T13,5178.803,climb,中继
T13,5179.053,climb,中继
T13,5179.303,climb,中继
T13,5179.553,climb,中继
T13,5179.803,climb,中继
T13,5180.052,climb,中继
T13,5180.302,climb,中继
T13,5180.552,climb,中继
T13,5180.802,climb,中继
T13,5181.052,climb,中继
T13,5181.302,climb,中继
T13,5181.552,climb,中继
T13,5181.801,climb,中继
T13,5182.051,climb,中继
T13,5182.301,climb,中继
T13,5182.551,climb,中继
T13,5182.801,climb,中继
T13,5183.051,climb,中继
T13,5183.3,climb,中继
T13,5183.55,climb,中继
T13,5183.8,climb,中继
T13,5184.05,climb,中继
T13,5184.3,climb,中继
T13,5184.55,climb,中继
T13,5184.8,climb,中继
T13,5185.049,climb,中继
T13,5185.299,climb,中继
T13,5185.549,climb,中继
T13,5185.799,climb,中继
T13,5186.049,climb,中继
T13,5186.299,climb,中继
T13,5186.548,climb,中继
T13,5186.798,climb,中继
T13,5187.048,climb,中继
T13,5187.298,climb,中继
T13,5187.548,climb,中继
T13,5187.798,climb,中继
T13,5188.048,climb,中继
T13,5188.297,climb,中继
T13,5188.547,climb,中继
T13,5188.797,climb,中继
T13,5189.047,climb,中继
T13,5189.297,climb,中继
T13,5189.547,climb,中继
T13,5189.796,climb,中继
T13,5190.046,climb,中继
T13,5190.296,climb,中继
T13,5190.546,climb,中继
T13,5190.796,climb,中继
T13,5191.046,climb,中继
T13,5191.295,climb,中继
T13,5191.545,climb,中继
T13,5191.795,climb,中继
T13,5192.045,climb,中继
T13,5192.295,climb,中继
T13,5192.545,climb,中继
T13,5192.795,climb,中继
T13,5193.044,climb,中继
T13,5193.294,climb,中继
T13,5193.544,climb,中继
T13,5193.794,climb,中继
T13,5194.044,climb,中继
T13,5194.294,climb,中继
T13,5194.543,climb,中继
T13,5194.793,climb,中继
T13,5195.043,climb,中继
T13,5195.293,climb,中继
T13,5195.543,climb,中继
T13,5195.793,climb,中继
T13,5196.043,climb,中继
T13,5196.292,climb,中继
T13,5196.542,climb,中继
T13,5196.792,climb,中继
T13,5197.042,climb,中继
T13,5197.292,climb,中继
T13,5197.542,climb,中继
T13,5197.791,climb,中继
T13,5197.791,cruise,中继
T13,5198.041,cruise,中继
T13,5198.291,cruise,中继
T13,5198.541,cruise,中继
T13,5198.791,cruise,中继
T13,5199.041,cruise,中继
T13,5199.291,cruise,中继
T13,5199.541,cruise,中继
T13,5199.791,cruise,中继
T13,5200.041,cruise,中继
T13,5200.291,cruise,中继
T13,5200.541,cruise,中继
T13,5200.791,cruise,中继
T13,5201.041,cruise,中继
T13,5201.291,cruise,中继
T13,5201.541,cruise,中继
T13,5201.791,cruise,中继
T13,5202.041,cruise,中继
T13,5202.291,cruise,中继
T13,5202.541,cruise,中继
T13,5202.791,cruise,中继
T13,5203.041,cruise,中继
T13,5203.291,cruise,中继
T13,5203.54,cruise,中继
T13,5203.79,cruise,中继
T13,5204.04,cruise,中继
T13,5204.29,cruise,中继
T13,5204.54,cruise,中继
T13,5204.79,cruise,中继
T13,5205.04,cruise,中继
T13,5205.29,cruise,中继
T13,5205.54,cruise,中继
T13,5205.79,cruise,中继
T13,5206.04,cruise,中继
T13,5206.29,cruise,中继
T13,5206.54,cruise,中继
T13,5206.79,cruise,中继
T13,5207.04,cruise,中继
T13,5207.29,cruise,中继
T13,5207.54,cruise,中继
T13,5207.79,cruise,中继
T13,5208.04,cruise,中继
T13,5208.29,cruise,中继
T13,5208.54,cruise,中继
T13,5208.79,cruise,中继
T13,5209.04,cruise,中继
T13,5209.289,cruise,中继
T13,5209.539,cruise,中继
T13,5209.789,cruise,中继
T13,5210.039,cruise,中继
T13,5210.289,cruise,中继
T13,5210.539,cruise,中继
T13,5210.789,cruise,中继
T13,5211.039,cruise,中继
T13,5211.289,cruise,中继
T13,5211.539,cruise,中继
T13,5211.789,cruise,中继
T13,5212.039,cruise,中继
T13,5212.289,cruise,中继
T13,5212.539,cruise,中继
T13,5212.789,cruise,中继
T13,5213.039,cruise,中继
T13,5213.289,cruise,中继
T13,5213.539,cruise,中继
T13,5213.789,cruise,中继
T13,5214.039,cruise,中继
T13,5214.289,cruise,中继
T13,5214.539,cruise,中继
T13,5214.789,cruise,中继
T13,5215.039,cruise,中继
T13,5215.288,cruise,中继
T13,5215.538,cruise,中继
T13,5215.788,cruise,中继
T13,5216.038,cruise,中继
T13,5216.288,cruise,中继
T13,5216.538,cruise,中继
T13,5216.788,cruise,中继
T13,5217.038,cruise,中继
T13,5217.288,cruise,中继
T13,5217.538,cruise,中继
T13,5217.788,cruise,中继
T13,5218.038,cruise,中继
T13,5218.288,cruise,中继
T13,5218.538,cruise,中继
T13,5218.788,cruise,中继
T13,5219.038,cruise,中继
T13,5219.288,cruise,中继
T13,5219.538,cruise,中继
T13,5219.788,cruise,中继
T13,5220.038,cruise,中继
T13,5220.288,cruise,中继
T13,5220.538,cruise,中继
T13,5220.788,cruise,中继
T13,5221.037,cruise,中继
T13,5221.287,cruise,中继
T13,5221.537,cruise,中继
T13,5221.787,cruise,中继
T13,5222.037,cruise,中继
T13,5222.287,cruise,中继
T13,5222.537,cruise,中继
T13,5222.787,cruise,中继
T13,5223.037,cruise,中继
T13,5223.287,cruise,中继
T13,5223.537,cruise,中继
T13,5223.787,cruise,中继
T13,5224.037,cruise,中继
T13,5224.287,cruise,中继
T13,5224.537,cruise,中继
T13,5224.787,cruise,中继
T13,5225.037,cruise,中继
T13,5225.287,cruise,中继
T13,5225.537,cruise,中继
T13,5225.787,cruise,中继
T13,5226.037,cruise,中继
T13,5226.287,cruise,中继
T13,5226.537,cruise,中继
T13,5226.787,cruise,中继
T13,5227.036,cruise,中继
T13,5227.286,cruise,中继
T13,5227.536,cruise,中继
T13,5227.786,cruise,中继
T13,5228.036,cruise,中继
T13,5228.286,cruise,中继
T13,5228.536,cruise,中继
T13,5228.786,cruise,中继
T13,5229.036,cruise,中继
T13,5229.286,cruise,中继
T13,5229.536,cruise,中继
T13,5229.786,cruise,中继
T13,5230.036,cruise,中继
T13,5230.286,cruise,中继
T13,5230.536,cruise,中继
T13,5230.786,cruise,中继
T13,5231.036,cruise,中继
T13,5231.286,cruise,中继
T13,5231.536,cruise,中继
T13,5231.786,cruise,中继
T13,5232.036,cruise,中继
T13,5232.286,cruise,中继
T13,5232.536,cruise,中继
T13,5232.786,cruise,中继
T13,5233.035,cruise,中继
T13,5233.285,cruise,中继
T13,5233.535,cruise,中继
T13,5233.785,cruise,中继
T13,5234.035,cruise,中继
T13,5234.285,cruise,中继
T13,5234.535,cruise,中继
T13,5234.785,cruise,中继
T13,5235.035,cruise,中继
T13,5235.285,cruise,中继
T13,5235.535,cruise,中继
T13,5235.785,cruise,中继
T13,5236.035,cruise,中继
T13,5236.285,cruise,中继
T13,5236.535,cruise,中继
T13,5236.785,cruise,中继
T13,5237.035,cruise,中继
T13,5237.285,cruise,中继
T13,5237.535,cruise,中继
T13,5237.785,cruise,中继
T13,5238.035,cruise,中继
T13,5238.285,cruise,中继
T13,5238.535,cruise,中继
T13,5238.784,cruise,中继
T13,5239.034,cruise,中继
T13,5239.284,cruise,中继
T13,5239.534,cruise,中继
T13,5239.784,cruise,中继
T13,5240.034,cruise,中继
T13,5240.284,cruise,中继
T13,5240.534,cruise,中继
T13,5240.784,cruise,中继
T13,5241.034,cruise,中继
T13,5241.284,cruise,中继
T13,5241.534,cruise,中继
T13,5241.784,cruise,中继
T13,5242.034,cruise,中继
T13,5242.284,cruise,中继
T13,5242.534,cruise,中继
T13,5242.784,cruise,中继
T13,5243.034,cruise,中继
T13,5243.284,cruise,中继
T13,5243.534,cruise,中继
T13,5243.784,cruise,中继
T13,5244.034,cruise,中继
T13,5244.284,cruise,中继
T13,5244.534,cruise,中继
T13,5244.783,cruise,中继
T13,5245.033,cruise,中继
T13,5245.283,cruise,中继
T13,5245.533,cruise,中继
T13,5245.783,cruise,中继
T13,5246.033,cruise,中继
T13,5246.283,cruise,中继
T13,5246.533,cruise,中继
T13,5246.783,cruise,中继
T13,5247.033,cruise,中继
T13,5247.283,cruise,中继
T13,5247.533,cruise,中继
T13,5247.783,cruise,中继
T13,5248.033,cruise,中继
T13,5248.283,cruise,中继
T13,5248.533,cruise,中继
T13,5248.783,cruise,中继
T13,5249.033,cruise,中继
T13,5249.283,cruise,中继
T13,5249.533,cruise,中继
T13,5249.783,cruise,中继
T13,5250.033,cruise,中继
T13,5250.283,cruise,中继
T13,5250.532,cruise,中继
T13,5250.782,cruise,中继
T13,5251.032,cruise,中继
T13,5251.282,cruise,中继
T13,5251.532,cruise,中继
T13,5251.782,cruise,中继
T13,5252.032,cruise,中继
T13,5252.282,cruise,中继
T13,5252.532,cruise,中继
T13,5252.782,cruise,中继
T13,5253.032,cruise,中继
T13,5253.282,cruise,中继
T13,5253.532,cruise,中继
T13,5253.782,cruise,中继
T13,5254.032,cruise,中继
T13,5254.282,cruise,中继
T13,5254.532,cruise,中继
T13,5254.782,cruise,中继
T13,5255.032,cruise,中继
T13,5255.282,cruise,中继
T13,5255.532,cruise,中继
T13,5255.782,cruise,中继
T13,5256.032,cruise,中继
T13,5256.282,cruise,中继
T13,5256.531,cruise,中继
T13,5256.781,cruise,中继
T13,5257.031,cruise,中继
T13,5257.281,cruise,中继
T13,5257.531,cruise,中继
T13,5257.781,cruise,中继
T13,5258.031,cruise,中继
T13,5258.281,cruise,中继
T13,5258.531,cruise,中继
T13,5258.781,cruise,中继
T13,5259.031,cruise,中继
T13,5259.281,cruise,中继
T13,5259.531,cruise,中继
T13,5259.781,cruise,中继
T13,5260.031,cruise,中继
T13,5260.281,cruise,中继
T13,5260.531,cruise,中继
T13,5260.781,cruise,中继
T13,5261.031,cruise,中继
T13,5261.281,cruise,中继
T13,5261.531,cruise,中继
T13,5261.781,cruise,中继
T13,5262.031,cruise,中继
T13,5262.28,cruise,中继
T13,5262.53,cruise,中继
T13,5262.78,cruise,中继
T13,5263.03,cruise,中继
T13,5263.28,cruise,中继
T13,5263.53,cruise,中继
T13,5263.78,cruise,中继
T13,5264.03,cruise,中继
T13,5264.28,cruise,中继
T13,5264.53,cruise,中继
T13,5264.78,cruise,中继
T13,5265.03,cruise,中继
T13,5265.28,cruise,中继
T13,5265.53,cruise,中继
T13,5265.78,cruise,中继
T13,5266.03,cruise,中继
T13,5266.28,cruise,中继
T13,5266.53,cruise,中继
T13,5266.78,cruise,中继
T13,5267.03,cruise,中继
T13,5267.28,cruise,中继
T13,5267.53,cruise,中继
T13,5267.78,cruise,中继
T13,5268.03,cruise,中继
T13,5268.279,cruise,中继
T13,5268.529,cruise,中继
T13,5268.779,cruise,中继
T13,5269.029,cruise,中继
T13,5269.279,cruise,中继
T13,5269.529,cruise,中继
T13,5269.779,cruise,中继
T13,5270.029,cruise,中继
T13,5270.279,cruise,中继
T13,5270.529,cruise,中继
T13,5270.779,cruise,中继
T13,5271.029,cruise,中继
T13,5271.279,cruise,中继
T13,5271.529,cruise,中继
T13,5271.779,cruise,中继
T13,5272.029,cruise,中继
T13,5272.279,cruise,中继
T13,5272.529,cruise,中继
T13,5272.779,cruise,中继
T13,5273.029,cruise,中继
T13,5273.279,cruise,中继
T13,5273.529,cruise,中继
T13,5273.779,cruise,中继
T13,5274.028,cruise,中继
T13,5274.278,cruise,中继
T13,5274.528,cruise,中继
T13,5274.778,cruise,中继
T13,5275.028,cruise,中继
T13,5275.278,cruise,中继
T13,5275.528,cruise,中继
T13,5275.778,cruise,中继
T13,5276.028,cruise,中继
T13,5276.278,cruise,中继
T13,5276.528,cruise,中继
T13,5276.778,cruise,中继
T13,5277.028,cruise,中继
T13,5277.278,cruise,中继
T13,5277.528,cruise,中继
T13,5277.778,cruise,中继
T13,5278.028,cruise,中继
T13,5278.278,cruise,中继
T13,5278.528,cruise,中继
T13,5278.778,cruise,中继
T13,5279.028,cruise,中继
T13,5279.278,cruise,中继
T13,5279.528,cruise,中继
T13,5279.778,cruise,中继
T13,5280.027,cruise,中继
T13,5280.277,cruise,中继
T13,5280.527,cruise,中继
T13,5280.777,cruise,中继
T13,5281.027,cruise,中继
T13,5281.277,cruise,中继
T13,5281.527,cruise,中继
T13,5281.777,cruise,中继
T13,5282.027,cruise,中继
T13,5282.277,cruise,中继
T13,5282.527,cruise,中继
T13,5282.777,cruise,中继
T13,5283.027,cruise,中继
T13,5283.277,cruise,中继
T13,5283.527,cruise,中继
T13,5283.777,cruise,中继
T13,5284.027,cruise,中继
T13,5284.277,cruise,中继
T13,5284.527,cruise,中继
T13,5284.777,cruise,中继
T13,5285.027,cruise,中继
T13,5285.277,cruise,中继
T13,5285.527,cruise,中继
T13,5285.777,cruise,中继
T13,5286.026,cruise,中继
T13,5286.276,cruise,中继
T13,5286.526,cruise,中继
T13,5286.776,cruise,中继
T13,5287.026,cruise,中继
T13,5287.276,cruise,中继
T13,5287.526,cruise,中继
T13,5287.776,cruise,中继
T13,5288.026,cruise,中继
T13,5288.276,cruise,中继
T13,5288.526,cruise,中继
T13,5288.776,cruise,中继
T13,5289.026,cruise,中继
T13,5289.276,cruise,中继
T13,5289.526,cruise,中继
T13,5289.776,cruise,中继
T13,5290.026,cruise,中继
T13,5290.276,cruise,中继
T13,5290.526,cruise,中继
T13,5290.776,cruise,中继
T13,5291.026,cruise,中继
T13,5291.276,cruise,中继
T13,5291.526,cruise,中继
T13,5291.775,cruise,中继
T13,5292.025,cruise,中继
T13,5292.275,cruise,中继
T13,5292.525,cruise,中继
T13,5292.775,cruise,中继
T13,5293.025,cruise,中继
T13,5293.275,cruise,中继
T13,5293.525,cruise,中继
T13,5293.775,cruise,中继
T13,5294.025,cruise,中继
T13,5294.275,cruise,中继
T13,5294.525,cruise,中继
T13,5294.775,cruise,中继
T13,5295.025,cruise,中继
T13,5295.275,cruise,中继
T13,5295.525,cruise,中继
T13,5295.775,cruise,中继
T13,5296.025,cruise,中继
T13,5296.275,cruise,中继
T13,5296.525,cruise,中继
T13,5296.775,cruise,中继
T13,5297.025,cruise,中继
T13,5297.275,cruise,中继
T13,5297.525,cruise,中继
T13,5297.774,cruise,中继
T13,5298.024,cruise,中继
T13,5298.274,cruise,中继
T13,5298.524,cruise,中继
T13,5298.774,cruise,中继
T13,5299.024,cruise,中继
T13,5299.274,cruise,中继
T13,5299.524,cruise,中继
T13,5299.774,cruise,中继
T13,5300.024,cruise,中继
T13,5300.274,cruise,中继
T13,5300.524,cruise,中继
T13,5300.774,cruise,中继
T13,5301.024,cruise,中继
T13,5301.274,cruise,中继
T13,5301.524,cruise,中继
T13,5301.774,cruise,中继
T13,5302.024,cruise,中继
T13,5302.274,cruise,中继
T13,5302.524,cruise,中继
T13,5302.774,cruise,中继
T13,5303.024,cruise,中继
T13,5303.274,cruise,中继
T13,5303.523,cruise,中继
T13,5303.773,cruise,中继
T13,5304.023,cruise,中继
T13,5304.273,cruise,中继
T13,5304.523,cruise,中继
T13,5304.773,cruise,中继
T13,5305.023,cruise,中继
T13,5305.273,cruise,中继
T13,5305.523,cruise,中继
T13,5305.773,cruise,中继
T13,5306.023,cruise,中继
T13,5306.273,cruise,中继
T13,5306.523,cruise,中继
T13,5306.773,cruise,中继
T13,5307.023,cruise,中继
T13,5307.273,cruise,中继
T13,5307.523,cruise,中继
T13,5307.773,cruise,中继
T13,5308.023,cruise,中继
T13,5308.273,cruise,中继
T13,5308.523,cruise,中继
T13,5308.773,cruise,中继
T13,5309.023,cruise,中继
T13,5309.273,cruise,中继
T13,5309.522,cruise,中继
T13,5309.772,cruise,中继
T13,5310.022,cruise,中继
T13,5310.272,cruise,中继
T13,5310.522,cruise,中继
T13,5310.772,cruise,中继
T13,5311.022,cruise,中继
T13,5311.272,cruise,中继
T13,5311.522,cruise,中继
T13,5311.772,cruise,中继
T13,5312.022,cruise,中继
T13,5312.272,cruise,中继
T13,5312.522,cruise,中继
T13,5312.772,cruise,中继
T13,5313.022,cruise,中继
T13,5313.272,cruise,中继
T13,5313.522,cruise,中继
T13,5313.772,cruise,中继
T13,5314.022,cruise,中继
T13,5314.272,cruise,中继
T13,5314.522,cruise,中继
T13,5314.772,cruise,中继
T13,5315.022,cruise,中继
T13,5315.271,cruise,中继
T13,5315.521,cruise,中继
T13,5315.771,cruise,中继
T13,5316.021,cruise,中继
T13,5316.271,cruise,中继
T13,5316.521,cruise,中继
T13,5316.771,cruise,中继
T13,5317.021,cruise,中继
T13,5317.271,cruise,中继
T13,5317.521,cruise,中继
T13,5317.771,cruise,中继
T13,5318.021,cruise,中继
T13,5318.271,cruise,中继
T13,5318.521,cruise,中继
T13,5318.771,cruise,中继
T13,5319.021,cruise,中继
T13,5319.271,cruise,中继
T13,5319.521,cruise,中继
T13,5319.771,cruise,中继
T13,5320.021,cruise,中继
T13,5320.271,cruise,中继
T13,5320.521,cruise,中继
T13,5320.771,cruise,中继
T13,5321.021,cruise,中继
T13,5321.27,cruise,中继
T13,5321.52,cruise,中继
T13,5321.77,cruise,中继
T13,5322.02,cruise,中继
T13,5322.27,cruise,中继
T13,5322.52,cruise,中继
T13,5322.77,cruise,中继
T13,5323.02,cruise,中继
T13,5323.27,cruise,中继
T13,5323.52,cruise,中继
T13,5323.77,cruise,中继
T13,5324.02,cruise,中继
T13,5324.27,cruise,中继
T13,5324.52,cruise,中继
T13,5324.77,cruise,中继
T13,5325.02,cruise,中继
T13,5325.27,cruise,中继
T13,5325.52,cruise,中继
T13,5325.77,cruise,中继
T13,5326.02,cruise,中继
T13,5326.27,cruise,中继
T13,5326.52,cruise,中继
T13,5326.77,cruise,中继
T13,5327.019,cruise,中继
T13,5327.269,cruise,中继
T13,5327.519,cruise,中继
T13,5327.769,cruise,中继
T13,5328.019,cruise,中继
T13,5328.269,cruise,中继
T13,5328.519,cruise,中继
T13,5328.769,cruise,中继
T13,5329.019,cruise,中继
T13,5329.269,cruise,中继
T13,5329.519,cruise,中继
T13,5329.769,cruise,中继
T13,5330.019,cruise,中继
T13,5330.269,cruise,中继
T13,5330.519,cruise,中继
T13,5330.769,cruise,中继
T13,5331.019,cruise,中继
T13,5331.269,cruise,中继
T13,5331.519,cruise,中继
T13,5331.769,cruise,中继
T13,5332.019,cruise,中继
T13,5332.269,cruise,中继
T13,5332.519,cruise,中继
T13,5332.769,cruise,中继
T13,5333.018,cruise,中继
T13,5333.268,cruise,中继
T13,5333.518,cruise,中继
T13,5333.768,cruise,中继
T13,5334.018,cruise,中继
T13,5334.268,cruise,中继
T13,5334.518,cruise,中继
T13,5334.768,cruise,中继
T13,5335.018,cruise,中继
T13,5335.268,cruise,中继
T13,5335.518,cruise,中继
T13,5335.768,cruise,中继
T13,5336.018,cruise,中继
T13,5336.268,cruise,中继
T13,5336.518,cruise,中继
T13,5336.768,cruise,中继
T13,5337.018,cruise,中继
T13,5337.268,cruise,中继
T13,5337.518,cruise,中继
T13,5337.768,cruise,中继
T13,5338.018,cruise,中继
T13,5338.268,cruise,中继
T13,5338.518,cruise,中继
T13,5338.768,cruise,中继
T13,5339.017,cruise,中继
T13,5339.267,cruise,中继
T13,5339.517,cruise,中继
T13,5339.767,cruise,中继
T13,5340.017,cruise,中继
T13,5340.267,cruise,中继
T13,5340.517,cruise,中继
T13,5340.767,cruise,中继
T13,5341.017,cruise,中继
T13,5341.267,cruise,中继
T13,5341.517,cruise,中继
T13,5341.767,cruise,中继
T13,5342.017,cruise,中继
T13,5342.267,cruise,中继
T13,5342.517,cruise,中继
T13,5342.767,cruise,中继
T13,5343.017,cruise,中继
T13,5343.267,cruise,中继
T13,5343.517,cruise,中继
T13,5343.767,cruise,中继
T13,5344.017,cruise,中继
T13,5344.267,cruise,中继
T13,5344.517,cruise,中继
T13,5344.766,cruise,中继
T13,5345.016,cruise,中继
T13,5345.266,cruise,中继
T13,5345.516,cruise,中继
T13,5345.766,cruise,中继
T13,5346.016,cruise,中继
T13,5346.266,cruise,中继
T13,5346.516,cruise,中继
T13,5346.766,cruise,中继
T13,5347.016,cruise,中继
T13,5347.266,cruise,中继
T13,5347.516,cruise,中继
T13,5347.766,cruise,中继
T13,5348.016,cruise,中继
T13,5348.266,cruise,中继
T13,5348.516,cruise,中继
T13,5348.766,cruise,中继
T13,5349.016,cruise,中继
T13,5349.266,cruise,中继
T13,5349.516,cruise,中继
T13,5349.766,cruise,中继
T13,5350.016,cruise,中继
T13,5350.266,cruise,中继
T13,5350.516,cruise,中继
T13,5350.765,cruise,中继
T13,5351.015,cruise,中继
T13,5351.265,cruise,中继
T13,5351.515,cruise,中继
T13,5351.765,cruise,中继
T13,5352.015,cruise,中继
T13,5352.265,cruise,中继
T13,5352.515,cruise,中继
T13,5352.765,cruise,中继
T13,5353.015,cruise,中继
T13,5353.265,cruise,中继
T13,5353.515,cruise,中继
T13,5353.765,cruise,中继
T13,5354.015,cruise,中继
T13,5354.265,cruise,中继
T13,5354.515,cruise,中继
T13,5354.765,cruise,中继
T13,5355.015,cruise,中继
T13,5355.265,cruise,中继
T13,5355.515,cruise,中继
T13,5355.765,cruise,中继
T13,5356.015,cruise,中继
T13,5356.265,cruise,中继
T13,5356.514,cruise,中继
T13,5356.764,cruise,中继
T13,5357.014,cruise,中继
T13,5357.264,cruise,中继
T13,5357.514,cruise,中继
T13,5357.764,cruise,中继
T13,5358.014,cruise,中继
T13,5358.264,cruise,中继
T13,5358.514,cruise,中继
T13,5358.764,cruise,中继
T13,5359.014,cruise,中继
T13,5359.264,cruise,中继
T13,5359.514,cruise,中继
T13,5359.764,cruise,中继
T13,5360.014,cruise,中继
T13,5360.264,cruise,中继
T13,5360.514,cruise,中继
T13,5360.764,cruise,中继
T13,5361.014,cruise,中继
T13,5361.264,cruise,中继
T13,5361.514,cruise,中继
T13,5361.764,cruise,中继
T13,5362.014,cruise,中继
T13,5362.264,cruise,中继
T13,5362.513,cruise,中继
T13,5362.763,cruise,中继
T13,5363.013,cruise,中继
T13,5363.263,cruise,中继
T13,5363.513,cruise,中继
T13,5363.763,cruise,中继
T13,5364.013,cruise,中继
T13,5364.263,cruise,中继
T13,5364.513,cruise,中继
T13,5364.763,cruise,中继
T13,5365.013,cruise,中继
T13,5365.263,cruise,中继
T13,5365.513,cruise,中继
T13,5365.763,cruise,中继
T13,5366.013,cruise,中继
T13,5366.263,cruise,中继
T13,5366.513,cruise,中继
T13,5366.763,cruise,中继
T13,5367.013,cruise,中继
T13,5367.263,cruise,中继
T13,5367.513,cruise,中继
T13,5367.763,cruise,中继
T13,5368.013,cruise,中继
T13,5368.262,cruise,中继
T13,5368.512,cruise,中继
